,nome,cognome,nascita,osm_id,Unnamed: 4,data_nascita,c_nome,c_cognome,anno_nascita,mese_nascita,genere,giorno_nascita,num_giorno,cod_fisc,num,year_built,total_floors,code,fclass,name,type,area
2011,Valerio,Marino,C610,380148946,,2005-03-08 21:17:17.130721,VLR,MRN,05,C,0,8,8,MRNVLR05C8C610,34,1971,8,1500,building,,apartments,198
2012,Vittoria,Greco,C612,380148947,,1997-07-31 21:17:17.130721,VTTR,GRC,97,L,0,31,31,GRCVTTR97L31C612,56,1908,1,1500,building,,,154
2013,Vanni,Bruno,C613,380148948,,1982-12-06 21:17:17.130721,VNN,BRN,82,T,40,6,46,BRNVNN82T46C613,43,1928,4,1500,building,,residential,185
2014,Vittoria,Gallo,C614,380148949,,1966-03-16 21:17:17.130721,VTTR,GLL,66,C,0,16,16,GLLVTTR66C16C614,69,2015,7,1500,building,,apartments,268
2015,Vincenzo,Conti,C615,380148950,,2004-12-01 21:17:17.130721,VNCNZ,CNT,04,T,40,1,41,CNTVNCNZ04T41C615,69,1906,4,1500,building,,house,75
2016,Vittoria,De Luca,C616,380148951,,2004-03-27 21:17:17.130721,VTTR,DLC,04,C,40,27,67,DLCVTTR04C67C616,87,1953,6,1500,building,,,296
2017,Vitale,Costa,C618,380148952,,1997-04-18 21:17:17.130721,VTL,CST,97,D,40,18,58,CSTVTL97D58C618,35,1976,2,1500,building,,garages,206
2018,Vittoria,Mancini,C619,380148953,,1970-10-29 21:17:17.130721,VTTR,MNCN,70,R,40,29,69,MNCNVTTR70R69C619,38,1997,3,1500,building,,,94
2019,Vittorio,Rizzo,C620,380148954,,1967-12-14 21:17:17.130721,VTTR,RZZ,67,T,0,14,14,RZZVTTR67T14C620,45,1939,4,1500,building,,residential,130
2020,Vittoria,Lombardi,C621,380148955,,2002-02-06 21:17:17.130721,VTTR,LMBRD,02,B,0,6,6,LMBRDVTTR02B6C621,44,1956,6,1500,building,,commercial,162
2021,Vittore,Moretti,C623,380148956,,1989-05-02 21:17:17.130721,VTTR,MRTT,89,E,40,2,42,MRTTVTTR89E42C623,99,1968,3,1500,building,,house,101
2022,Vittoria,Barbieri,C624,380148957,,1995-08-12 21:17:17.130721,VTTR,BRBR,95,M,40,12,52,BRBRVTTR95M52C624,15,2017,9,1500,building,,residential,80
2023,Zaccheo,Fontana,C625,380148958,,1981-05-24 21:17:17.130721,ZCCH,FNTN,81,E,0,24,24,FNTNZCCH81E24C625,48,1924,1,1500,building,,industrial,215
2024,Vittoria,Santoro,C627,380148959,,1984-06-17 21:17:17.130721,VTTR,SNTR,84,H,40,17,57,SNTRVTTR84H57C627,54,1924,8,1500,building,,apartments,312
2025,Zaccaria,Mariani,C630,380148960,,1991-09-17 21:17:17.130721,ZCCR,MRN,91,P,40,17,57,MRNZCCR91P57C630,23,1942,3,1500,building,,,212
2026,Vittoria,Rinaldi,C628,380148961,,1985-09-25 21:17:17.130721,VTTR,RNLD,85,P,40,25,65,RNLDVTTR85P65C628,3,1942,2,1500,building,,,237
2027,Zeno,Caruso,C629,380148962,,1990-09-14 21:17:17.130721,ZN,CRS,90,P,40,14,54,CRSZN90P54C629,91,1906,7,1500,building,,apartments,444
2028,Vittoria,Ferrara,C631,380148982,,2003-12-05 21:17:17.130721,VTTR,FRRR,03,T,0,5,5,FRRRVTTR03T5C631,19,1944,6,1500,building,,,174
2029,Alessio,Galli,C632,380148988,,1985-02-14 21:17:17.130721,LSS,GLL,85,B,40,14,54,GLLLSS85B54C632,88,2013,3,1500,building,,apartments,162
2030,Vittoria,Martini,C633,380148994,,1971-03-23 21:17:17.130721,VTTR,MRTN,71,C,0,23,23,MRTNVTTR71C23C633,33,1900,1,1500,building,,retail,133
2031,Christian,Leone,C634,380148999,,2005-07-25 21:17:17.130721,CHRSTN,LN,05,L,0,25,25,LNCHRSTN05L25C634,72,1900,2,1500,building,,residential,196
2032,Vittoria,Gatti,C635,380149007,,1967-04-24 21:17:17.130721,VTTR,GTT,67,D,40,24,64,GTTVTTR67D64C635,53,2000,1,1500,building,,,136
2033,Fabio,Bianco,C637,380149012,,1990-07-23 21:17:17.130721,FB,BNC,90,L,40,23,63,BNCFB90L63C637,32,1973,1,1500,building,,industrial,198
2034,Vittoria,Fabbri,C638,380149013,,1993-12-29 21:17:17.130721,VTTR,FBBR,93,T,0,29,29,FBBRVTTR93T29C638,39,1904,1,1500,building,,apartments,249
2035,Federico,Sartori,C639,380149014,,1980-04-13 21:17:17.130721,FDRC,SRTR,80,D,40,13,53,SRTRFDRC80D53C639,54,1911,9,1500,building,,apartments,272
2036,Vittoria,Monti,C640,380149015,,1990-02-06 21:17:17.130721,VTTR,MNT,90,B,40,6,46,MNTVTTR90B46C640,22,1963,3,1500,building,,apartments,340
2037,Filippo,Villa,C641,380149016,,1988-05-22 21:17:17.130721,FLPP,VLL,88,E,0,22,22,VLLFLPP88E22C641,73,1995,4,1500,building,,,110
2038,Vittoria,Amato,C648,380149017,,2003-07-01 21:17:17.130721,VTTR,MT,03,L,0,1,1,MTVTTR03L1C648,75,1900,3,1500,building,,commercial,369
2039,Giacomo,Marini,C649,380149018,,1989-11-06 21:17:17.130721,GCM,MRN,89,S,0,6,6,MRNGCM89S6C649,34,1977,3,1500,building,,,233
2040,Vittoria,De Santis,C650,380149019,,2005-02-18 21:17:17.130721,VTTR,DSNTS,05,B,40,18,58,DSNTSVTTR05B58C650,73,1934,1,1500,building,,,170
2041,Giammaria,Palumbo,C651,380149020,,1978-06-14 21:17:17.130721,GMMR,PLMB,78,H,40,14,54,PLMBGMMR78H54C651,9,1953,6,1500,building,,garages,137
2042,Vittoria,Bernardi,C653,380149021,,1986-07-18 21:17:17.130721,VTTR,BRNRD,86,L,40,18,58,BRNRDVTTR86L58C653,70,2009,7,1500,building,,industrial,654
2043,Guglielmo,Fiore,C655,380149022,,1991-07-28 21:17:17.130721,GGLLM,FR,91,L,0,28,28,FRGGLLM91L28C655,82,1957,2,1500,building,,house,118
2044,Vittoria,Farina,C654,380149023,,1994-07-14 21:17:17.130721,VTTR,FRN,94,L,40,14,54,FRNVTTR94L54C654,15,2002,4,1500,building,,residential,263
2045,Mauro,Ferri,C652,380149026,,1994-10-26 21:17:17.130721,MR,FRR,94,R,0,26,26,FRRMR94R26C652,10,1977,8,1500,building,,,104
2046,Vittoria,Pellegrini,C656,380149027,,1979-12-31 21:17:17.130721,VTTR,PLLGRN,79,T,0,31,31,PLLGRNVTTR79T31C656,35,1974,7,1500,building,,apartments,219
2047,Simone,Damico,C657,380149028,,1988-09-28 21:17:17.130721,SMN,DMC,88,P,40,28,68,DMCSMN88P68C657,58,1936,2,1500,building,,garages,209
2048,Vittoria,Basile,C658,380149029,,1974-02-19 21:17:17.130721,VTTR,BSL,74,B,40,19,59,BSLVTTR74B59C658,36,1920,9,1500,building,,house,114
2049,Tiziano,Rossetti,C659,380149030,,1978-10-06 21:17:17.130721,TZN,RSSTT,78,R,40,6,46,RSSTTTZN78R46C659,57,1923,4,1500,building,,residential,160
2050,Vittoria,Graziani,C660,380149031,,1978-09-11 21:17:17.130721,VTTR,GRZN,78,P,40,11,51,GRZNVTTR78P51C660,44,1990,2,1500,building,,,187
2051,Adriano,Palmieri,C661,380149032,,1973-05-29 21:17:17.130721,DRN,PLMR,73,E,0,29,29,PLMRDRN73E29C661,89,1956,8,1500,building,,residential,181
2052,Vittoria,Donati,C662,380149033,,1995-05-05 21:17:17.130721,VTTR,DNT,95,E,40,5,45,DNTVTTR95E45C662,34,2006,1,1500,building,Casa De Ponti,apartments,753
2053,Alessandro,Battaglia,C663,380149034,,2000-03-01 21:17:17.130721,LSSNDR,BTTGL,00,C,0,1,1,BTTGLLSSNDR00C1C663,59,1968,2,1500,building,,commercial,267
2054,Vittoria,Martino,C665,380149035,,1993-09-09 21:17:17.130721,VTTR,MRTN,93,P,40,9,49,MRTNVTTR93P49C665,90,1976,6,1500,building,,residential,152
2055,Antonio,Rizzi,M272,380149036,,1975-04-16 21:17:17.130721,NTN,RZZ,75,D,40,16,56,RZZNTN75D56M272,25,1976,8,1500,building,,house,159
2056,Vittoria,Neri,C668,380149045,,1964-05-03 21:17:17.130721,VTTR,NR,64,E,40,3,43,NRVTTR64E43C668,70,2016,4,1500,building,,retail,204
2057,Augusto,Vitale,C672,380149046,,1977-03-27 21:17:17.130721,GST,VTL,77,C,40,27,67,VTLGST77C67C672,47,1979,4,1500,building,,house,133
2058,Vittoria,De Angelis,C673,380149049,,1999-02-27 21:17:17.130721,VTTR,DNGLS,99,B,0,27,27,DNGLSVTTR99B27C673,11,2013,5,1500,building,,,209
2059,Bruno,Serra,C674,380149093,,2005-09-05 21:17:17.130721,BRN,SRR,05,P,0,5,5,SRRBRN05P5C674,92,1917,7,1500,building,,,95
2060,Vittoria,Coppola,C675,380149094,,1996-10-28 21:17:17.130721,VTTR,CPPL,96,R,40,28,68,CPPLVTTR96R68C675,24,1995,7,1500,building,,,107
2061,Carlo,Testa,C676,380149095,,1986-12-25 21:17:17.130721,CRL,TST,86,T,40,25,65,TSTCRL86T65C676,95,1905,1,1500,building,,commercial,216
2062,Vittoria,Piazza,C677,380149096,,1973-05-21 21:17:17.130721,VTTR,PZZ,73,E,0,21,21,PZZVTTR73E21C677,47,1974,8,1500,building,,,165
2063,Dario,Ferraro,C678,380149097,,1992-05-16 21:17:17.130721,DR,FRRR,92,E,40,16,56,FRRRDR92E56C678,16,1963,6,1500,building,,residential,174
2064,Vittoria,Valentini,C679,380149103,,1996-09-03 21:17:17.130721,VTTR,VLNTN,96,P,40,3,43,VLNTNVTTR96P43C679,87,1931,2,1500,building,,garages,263
2065,Edoardo,Bianchini,C680,380149104,,1985-09-11 21:17:17.130721,DRD,BNCHN,85,P,0,11,11,BNCHNDRD85P11C680,71,1947,8,1500,building,,apartments,382
2066,Vittoria,Benedetti,C681,380149115,,1990-09-11 21:17:17.130721,VTTR,BNDTT,90,P,0,11,11,BNDTTVTTR90P11C681,38,1919,1,1500,building,,,149
2067,Enrico,Parisi,C684,380149129,,2003-07-12 21:17:17.130721,NRC,PRS,03,L,0,12,12,PRSNRC03L12C684,56,2001,3,1500,building,,apartments,212
2068,Vittoria,Sacco,C685,380149140,,1990-08-30 21:17:17.130721,VTTR,SCC,90,M,40,30,70,SCCVTTR90M70C685,68,1915,5,1500,building,,industrial,719
2069,Ezio,De Rosa,C686,380149158,,1987-11-18 21:17:17.130721,Z,DRS,87,S,40,18,58,DRSZ87S58C686,26,1926,2,1500,building,,,413
2070,Vittoria,Ferretti,C689,380149196,,1988-04-26 21:17:17.130721,VTTR,FRRTT,88,D,0,26,26,FRRTTVTTR88D26C689,98,1963,4,1500,building,,apartments,326
2071,Fabio,Morelli,C691,380149197,,1995-07-04 21:17:17.130721,FB,MRLL,95,L,0,4,4,MRLLFB95L4C691,48,1957,6,1500,building,,apartments,399
2072,Vittoria,Russo,C695,380149201,,2002-07-09 21:17:17.130721,VTTR,RSS,02,L,40,9,49,RSSVTTR02L49C695,27,1970,9,1500,building,,detached,272
2073,Federico,Contini,C696,380149202,,1968-12-08 21:17:17.130721,FDRC,CNTN,68,T,0,8,8,CNTNFDRC68T8C696,67,2003,5,1500,building,,house,226
2074,Vittoria,Mazzoli,C697,380149203,,1971-01-20 21:17:17.130721,VTTR,MZZL,71,A,40,20,60,MZZLVTTR71A60C697,50,1974,5,1500,building,,apartments,1042
2075,Filippo,Colombo,C699,380149204,,1975-11-12 21:17:17.130721,FLPP,CLMB,75,S,0,12,12,CLMBFLPP75S12C699,52,1915,9,1500,building,,garages,167
2076,Vittoria,Mancini,C700,380149205,,2002-11-06 21:17:17.130721,VTTR,MNCN,02,S,40,6,46,MNCNVTTR02S46C700,52,1960,9,1500,building,,detached,235
2077,Francesco,Rosati,C701,380149206,,1978-10-09 21:17:17.130721,FRNCSC,RST,78,R,40,9,49,RSTFRNCSC78R49C701,39,1972,8,1500,building,,,291
2078,Vittoria,De Luca,C702,380149207,,1991-03-30 21:17:17.130721,VTTR,DLC,91,C,0,30,30,DLCVTTR91C30C702,91,1913,2,1500,building,,garages,122
2079,Franco,Costa,C703,380149209,,1989-09-11 21:17:17.130721,FRNC,CST,89,P,40,11,51,CSTFRNC89P51C703,98,1902,4,1500,building,,residential,113
2080,Vittoria,Gallo,C704,380149210,,1985-11-09 21:17:17.130721,VTTR,GLL,85,S,40,9,49,GLLVTTR85S49C704,87,1992,6,1500,building,,apartments,356
2081,Gabriele,Santoro,C705,380205316,,2003-06-27 21:17:17.130721,GBRL,SNTR,03,H,0,27,27,SNTRGBRL03H27C705,25,1952,2,1500,building,,residential,74
2082,Vittoria,Caputo,C707,380205317,,1987-10-04 21:17:17.130721,VTTR,CPT,87,R,40,4,44,CPTVTTR87R44C707,62,1921,5,1500,building,,residential,166
2083,Gennaro,D'Angelo,C708,380205319,,1978-04-14 21:17:17.130721,GNNR,DNGL,78,D,40,14,54,DNGLGNNR78D54C708,70,2010,6,1500,building,,residential,107
2084,Vittoria,Benedetto,C709,380205320,,1969-08-28 21:17:17.130721,VTTR,BNDTT,69,M,40,28,68,BNDTTVTTR69M68C709,75,1998,6,1500,building,,,71
2085,Giacomo,Marchetti,C710,380205321,,1978-11-20 21:17:17.130721,GCM,MRCHTT,78,S,40,20,60,MRCHTTGCM78S60C710,46,1974,9,1500,building,,residential,72
2086,Vittoria,D'Amico,C711,380205324,,2004-06-29 21:17:17.130721,VTTR,DMC,04,H,40,29,69,DMCVTTR04H69C711,88,2014,9,1500,building,,residential,79
2087,Giampaolo,Moretti,C712,380205325,,1992-03-20 21:17:17.130721,GMPL,MRTT,92,C,40,20,60,MRTTGMPL92C60C712,82,1908,8,1500,building,,residential,124
2088,Vittoria,Silvestri,C714,380205327,,1987-06-10 21:17:17.130721,VTTR,SLVSTR,87,H,40,10,50,SLVSTRVTTR87H50C714,33,1922,9,1500,building,,house,151
2089,Giancarlo,Rinaldi,C713,380205750,,1984-07-03 21:17:17.130721,GNCRL,RNLD,84,L,40,3,43,RNLDGNCRL84L43C713,88,1920,1,1500,building,,house,154
2090,Vittoria,Montanari,C715,380205752,,1968-10-27 21:17:17.130721,VTTR,MNTNR,68,R,0,27,27,MNTNRVTTR68R27C715,58,1929,6,1500,building,,residential,118
2091,Gianfranco,Caruso,C716,380205754,,1980-07-07 21:17:17.130721,GNFRNC,CRS,80,L,40,7,47,CRSGNFRNC80L47C716,5,1986,8,1500,building,,residential,159
2092,Vittoria,Gatti,C718,380205755,,2001-04-27 21:17:17.130721,VTTR,GTT,01,D,0,27,27,GTTVTTR01D27C718,1,2006,8,1500,building,,,168
2093,Gianluca,Battaglia,C719,380205762,,1990-06-23 21:17:17.130721,GNLC,BTTGL,90,H,40,23,63,BTTGLGNLC90H63C719,7,1932,5,1500,building,,residential,303
2094,Vittoria,Silvestri,C722,380205763,,1990-08-21 21:17:17.130721,VTTR,SLVSTR,90,M,0,21,21,SLVSTRVTTR90M21C722,3,2010,4,1500,building,,house,130
2095,Gianmarco,Palumbo,C723,380205765,,1990-06-18 21:17:17.130721,GNMRC,PLMB,90,H,40,18,58,PLMBGNMRC90H58C723,20,1941,9,1500,building,,,136
2096,Vittoria,Fiore,C724,380205766,,1983-06-04 21:17:17.130721,VTTR,FR,83,H,0,4,4,FRVTTR83H4C724,98,1930,4,1500,building,,,143
2097,Gianmaria,Sartori,C725,380205767,,1994-07-14 21:17:17.130721,GNMR,SRTR,94,L,40,14,54,SRTRGNMR94L54C725,99,1905,7,1500,building,,,238
2098,Vittoria,Damico,C726,380205768,,1993-06-01 21:17:17.130721,VTTR,DMC,93,H,0,1,1,DMCVTTR93H1C726,50,1906,7,1500,building,,residential,91
2099,Gianpaolo,Villa,C727,380205769,,1972-05-15 21:17:17.130721,GNPL,VLL,72,E,0,15,15,VLLGNPL72E15C727,43,1994,9,1500,building,,residential,161
2100,Vittoria,Coppola,C728,380205771,,1978-12-23 21:17:17.130721,VTTR,CPPL,78,T,40,23,63,CPPLVTTR78T63C728,52,2002,3,1500,building,,house,147
2101,Gianpiero,Farina,C729,380205772,,1981-10-14 21:17:17.130721,GNPR,FRN,81,R,0,14,14,FRNGNPR81R14C729,47,1913,6,1500,building,,,87
2102,Vittoria,Lombardo,C730,380205773,,1999-02-01 21:17:17.130721,VTTR,LMBRD,99,B,0,1,1,LMBRDVTTR99B1C730,32,2019,9,1500,building,,,631
2103,Giorgio,Mariani,C732,380205774,,1981-01-28 21:17:17.130721,GRG,MRN,81,A,40,28,68,MRNGRG81A68C732,97,1947,5,1500,building,,house,75
2104,Vittoria,Ferri,C733,380205775,,1987-01-12 21:17:17.130721,VTTR,FRR,87,A,40,12,52,FRRVTTR87A52C733,28,1922,1,1500,building,,residential,93
2105,Giovanni,Monti,C735,380206049,,1970-07-26 21:17:17.130721,GVNN,MNT,70,L,40,26,66,MNTGVNN70L66C735,76,1957,2,1500,building,,,177
2106,Vittoria,Neri,C738,380206050,,1964-05-11 21:17:17.130721,VTTR,NR,64,E,0,11,11,NRVTTR64E11C738,74,1934,1,1500,building,,,64
2107,Giuseppe,Pellegrini,C739,380206052,,2003-03-30 21:17:17.130721,GSPP,PLLGRN,03,C,40,30,70,PLLGRNGSPP03C70C739,97,1965,7,1500,building,,apartments,205
2108,Vittoria,Basile,C740,380206054,,1987-11-17 21:17:17.130721,VTTR,BSL,87,S,0,17,17,BSLVTTR87S17C740,34,1975,9,1500,building,,garages,70
2109,Gregorio,Rossetti,C741,380206057,,1992-05-30 21:17:17.130721,GRGR,RSSTT,92,E,0,30,30,RSSTTGRGR92E30C741,65,1975,7,1500,building,,,70
2110,Vittoria,Graziani,C742,380206058,,2000-01-04 21:17:17.130721,VTTR,GRZN,00,A,40,4,44,GRZNVTTR00A44C742,26,1947,6,1500,building,,residential,210
2111,Guido,Palmieri,C744,380206059,,1964-10-31 21:17:17.130721,GD,PLMR,64,R,0,31,31,PLMRGD64R31C744,24,1958,1,1500,building,,garages,98
2112,Vittoria,Donati,C745,380206060,,1971-07-25 21:17:17.130721,VTTR,DNT,71,L,0,25,25,DNTVTTR71L25C745,33,1968,6,1500,building,,residential,176
2113,Iacopo,Martino,C750,380206061,,1978-02-05 21:17:17.130721,CP,MRTN,78,B,40,5,45,MRTNCP78B45C750,18,1975,5,1500,building,,residential,86
2114,Vittoria,Rizzi,C743,380206063,,1975-02-08 21:17:17.130721,VTTR,RZZ,75,B,40,8,48,RZZVTTR75B48C743,58,1974,1,1500,building,,residential,119
2115,Italo,Vitale,C746,380206064,,1980-11-01 21:17:17.130721,TL,VTL,80,S,0,1,1,VTLTL80S1C746,15,1977,3,1500,building,,residential,178
2116,Vittoria,De Angelis,C747,380206065,,1995-09-07 21:17:17.130721,VTTR,DNGLS,95,P,40,7,47,DNGLSVTTR95P47C747,51,1940,5,1500,building,,,174
2117,Ivan,Serra,C749,380206066,,1995-12-30 21:17:17.130721,VN,SRR,95,T,40,30,70,SRRVN95T70C749,100,1975,1,1500,building,,,84
2118,Vittoria,Testa,C751,380206067,,1972-03-19 21:17:17.130721,VTTR,TST,72,C,0,19,19,TSTVTTR72C19C751,45,1950,5,1500,building,,,1148
2119,Leonardo,Piazza,C752,380206068,,1964-09-17 21:17:17.130721,LNRD,PZZ,64,P,40,17,57,PZZLNRD64P57C752,62,1956,8,1500,building,,residential,157
2120,Vittoria,Ferraro,C755,380206069,,1973-10-07 21:17:17.130721,VTTR,FRRR,73,R,40,7,47,FRRRVTTR73R47C755,13,2001,5,1500,building,,residential,287
2121,Liberato,Valentini,C756,380206070,,2001-12-15 21:17:17.130721,LBRT,VLNTN,01,T,40,15,55,VLNTNLBRT01T55C756,86,1973,5,1500,building,,commercial,723
2122,Vittoria,Bianchini,C757,380207523,,1997-11-06 21:17:17.130721,VTTR,BNCHN,97,S,0,6,6,BNCHNVTTR97S6C757,53,1965,1,1500,building,,warehouse,503
2123,Lorenzo,Benedetti,C758,381010508,,1987-03-21 21:17:17.130721,LRNZ,BNDTT,87,C,40,21,61,BNDTTLRNZ87C61C758,75,1982,3,1500,building,,industrial,1014
2124,Vittoria,Parisi,C759,381010509,,1976-01-04 21:17:17.130721,VTTR,PRS,76,A,0,4,4,PRSVTTR76A4C759,87,1989,4,1500,building,,industrial,1704
2125,Luca,Sacco,C760,381010510,,1967-10-26 21:17:17.130721,LC,SCC,67,R,40,26,66,SCCLC67R66C760,13,1972,2,1500,building,,,236
2126,Vittoria,De Rosa,C763,381010511,,1979-12-29 21:17:17.130721,VTTR,DRS,79,T,40,29,69,DRSVTTR79T69C763,60,1987,8,1500,building,,,182
2127,Luciano,Ferretti,C765,381010512,,1986-05-05 21:17:17.130721,LCN,FRRTT,86,E,40,5,45,FRRTTLCN86E45C765,11,2010,6,1500,building,,industrial,3624
2128,Vittoria,Morelli,C766,381010513,,1976-10-22 21:17:17.130721,VTTR,MRLL,76,R,40,22,62,MRLLVTTR76R62C766,6,2019,5,1500,building,,industrial,378
2129,Marcello,Lombardi,C764,381894493,,1999-08-19 21:17:17.130721,MRCLL,LMBRD,99,M,40,19,59,LMBRDMRCLL99M59C764,34,1990,1,1500,building,,,1000
2130,Vittoria,Russo,C768,391711455,,1966-11-02 21:17:17.130721,VTTR,RSS,66,S,0,2,2,RSSVTTR66S2C768,93,1917,3,1500,building,,apartments,689
2131,Marco,Contini,C769,391711456,,1988-04-06 21:17:17.130721,MRC,CNTN,88,D,0,6,6,CNTNMRC88D6C769,36,1962,6,1500,building,,apartments,338
2132,Vittoria,Mazzoli,C770,391711457,,1978-03-12 21:17:17.130721,VTTR,MZZL,78,C,0,12,12,MZZLVTTR78C12C770,98,1961,9,1500,building,,apartments,553
2133,Mario,Rosati,C771,391711458,,1982-07-25 21:17:17.130721,MR,RST,82,L,0,25,25,RSTMR82L25C771,68,1926,4,1500,building,,residential,1033
2134,Vittoria,De Luca,C773,391711459,,1976-10-30 21:17:17.130721,VTTR,DLC,76,R,40,30,70,DLCVTTR76R70C773,79,1915,3,1500,building,,apartments,1163
2135,Massimiliano,Costa,C778,391711460,,1968-12-08 21:17:17.130721,MSSMLN,CST,68,T,40,8,48,CSTMSSMLN68T48C778,53,1909,9,1500,building,,apartments,1188
2136,Vittoria,Gallo,C779,391711461,,1981-02-01 21:17:17.130721,VTTR,GLL,81,B,40,1,41,GLLVTTR81B41C779,97,1914,4,1500,building,,,56
2137,Massimo,Santoro,C780,391711462,,1970-10-03 21:17:17.130721,MSSM,SNTR,70,R,0,3,3,SNTRMSSM70R3C780,41,1947,8,1500,building,,,114
2138,Vittoria,Caputo,C781,391711463,,1994-12-20 21:17:17.130721,VTTR,CPT,94,T,0,20,20,CPTVTTR94T20C781,77,2017,8,1500,building,,,95
2139,Mauro,D'Angelo,C777,391711464,,1992-06-16 21:17:17.130721,MR,DNGL,92,H,40,16,56,DNGLMR92H56C777,74,1924,9,1500,building,,apartments,139
2140,Vittoria,Benedetto,C774,391711465,,1967-04-02 21:17:17.130721,VTTR,BNDTT,67,D,0,2,2,BNDTTVTTR67D2C774,26,1970,3,1500,building,,apartments,256
2141,Michele,Marchetti,C776,391711466,,1989-08-05 21:17:17.130721,MCHL,MRCHTT,89,M,40,5,45,MRCHTTMCHL89M45C776,27,1904,9,1500,building,,kiosk,29
2142,Vittoria,D'Amico,C782,391711467,,1987-06-14 21:17:17.130721,VTTR,DMC,87,H,0,14,14,DMCVTTR87H14C782,91,1958,3,1500,building,,,136
2143,Niccolò,Moretti,C783,391711468,,1991-03-24 21:17:17.130721,NCCL,MRTT,91,C,0,24,24,MRTTNCCL91C24C783,66,1971,4,1500,building,Residenza Steel,apartments,295
2144,Vittoria,Silvestri,C784,391711469,,1964-12-07 21:17:17.130721,VTTR,SLVSTR,64,T,40,7,47,SLVSTRVTTR64T47C784,83,2019,9,1500,building,,apartments,259
2145,Nicola,Rinaldi,C785,391711470,,2000-06-21 21:17:17.130721,NCL,RNLD,00,H,0,21,21,RNLDNCL00H21C785,31,1948,5,1500,building,,apartments,377
2146,Vittoria,Montanari,C787,391711471,,2005-03-10 21:17:17.130721,VTTR,MNTNR,05,C,0,10,10,MNTNRVTTR05C10C787,91,1970,7,1500,building,,,276
2147,Orazio,Caruso,C790,391711472,,1984-05-22 21:17:17.130721,RZ,CRS,84,E,0,22,22,CRSRZ84E22C790,63,2007,1,1500,building,,apartments,397
2148,Vittoria,Gatti,C791,391711473,,1963-12-31 21:17:17.130721,VTTR,GTT,63,T,0,31,31,GTTVTTR63T31C791,62,1976,1,1500,building,,,64
2149,Ottavio,Battaglia,C792,391711474,,2003-10-18 21:17:17.130721,TTV,BTTGL,03,R,0,18,18,BTTGLTTV03R18C792,64,1917,1,1500,building,,,48
2150,Vittoria,Silvestri,C793,391711475,,1985-02-07 21:17:17.130721,VTTR,SLVSTR,85,B,0,7,7,SLVSTRVTTR85B7C793,40,1943,8,1500,building,,,128
2151,Paolo,Palumbo,C794,391711476,,1980-12-01 21:17:17.130721,PL,PLMB,80,T,0,1,1,PLMBPL80T1C794,83,1945,6,1500,building,,apartments,421
2152,Vittoria,Fiore,C795,391711477,,1987-07-18 21:17:17.130721,VTTR,FR,87,L,40,18,58,FRVTTR87L58C795,89,1948,3,1500,building,,,400
2153,Pasquale,Sartori,C796,391711478,,1993-01-10 21:17:17.130721,PSQL,SRTR,93,A,40,10,50,SRTRPSQL93A50C796,27,1958,4,1500,building,,residential,363
2154,Vittoria,Damico,C800,391711479,,1971-08-04 21:17:17.130721,VTTR,DMC,71,M,0,4,4,DMCVTTR71M4C800,41,1945,1,1500,building,,,221
2155,Piero,Villa,C801,391711480,,1965-11-18 21:17:17.130721,PR,VLL,65,S,40,18,58,VLLPR65S58C801,58,1984,8,1500,building,,apartments,253
2156,Vittoria,Coppola,C803,391711481,,1973-01-29 21:17:17.130721,VTTR,CPPL,73,A,0,29,29,CPPLVTTR73A29C803,53,1906,2,1500,building,,apartments,312
2157,Pietro,Farina,C804,391711482,,1992-12-13 21:17:17.130721,PTR,FRN,92,T,40,13,53,FRNPTR92T53C804,87,1937,8,1500,building,,apartments,320
2158,Vittoria,Lombardo,C806,391711483,,1985-09-28 21:17:17.130721,VTTR,LMBRD,85,P,0,28,28,LMBRDVTTR85P28C806,35,1988,9,1500,building,,apartments,176
2159,Raffaele,De Santis,C807,391711484,,1973-07-12 21:17:17.130721,RFFL,DSNTS,73,L,40,12,52,DSNTSRFFL73L52C807,51,1944,4,1500,building,,,150
2160,Vittoria,Bernardi,C810,391711485,,1986-09-26 21:17:17.130721,VTTR,BRNRD,86,P,0,26,26,BRNRDVTTR86P26C810,1,2014,7,1500,building,,apartments,312
2161,Raimondo,Fiore,C811,391711486,,1988-04-02 21:17:17.130721,RMND,FR,88,D,0,2,2,FRRMND88D2C811,35,1916,7,1500,building,,apartments,364
2162,Vittoria,Mancini,C812,391711487,,1980-10-31 21:17:17.130721,VTTR,MNCN,80,R,40,31,71,MNCNVTTR80R71C812,77,1936,3,1500,building,,apartments,708
2163,Renato,Rizzo,C813,391711491,,1969-11-21 21:17:17.130721,RNT,RZZ,69,S,0,21,21,RZZRNT69S21C813,67,1993,8,1500,building,,apartments,490
2164,Vittoria,Mariani,C814,391711496,,1996-02-17 21:17:17.130721,VTTR,MRN,96,B,40,17,57,MRNVTTR96B57C814,3,1941,7,1500,building,,apartments,305
2165,Riccardo,Carbone,C815,391711501,,1964-02-23 21:17:17.130721,RCCRD,CRBN,64,B,40,23,63,CRBNRCCRD64B63C815,3,1920,8,1500,building,,house,201
2166,Vittoria,Ruggiero,C816,391711507,,1983-04-30 21:17:17.130721,VTTR,RGGR,83,D,40,30,70,RGGRVTTR83D70C816,88,1950,2,1500,building,,apartments,391
